---------Head Start---------
Separator: Comma
Linear Units: Meters
Angular Units: Dec. degrees
Output order: Pnt Id, Time1, Time2, Hz, V, Sd, H.dist, V.dist, East, North, Elev
RRRR,6, 18, 20, 15,0.00194,265.62361,23.0780,4999.9990,4976.9890,999.9390
1111,6, 18, 20, 16,113.10278,265.73722,1136.0090,3957.9750,5444.5230,917.3470
1111,6, 18, 20, 16,293.10389,94.27028,1136.0070,3957.9950,5444.5390,917.2000
2222,6, 18, 20, 16,310.44667,93.08056,1513.5560,3849.8210,5980.4990,920.5170
2222,6, 18, 20, 16,130.44528,266.92611,1513.5550,3849.7910,5980.4760,920.6930
3333,6, 18, 20, 17,121.76917,266.10639,1152.2100,4022.6690,5605.2450,923.5520
3333,6, 18, 20, 17,301.77194,93.90389,1152.2080,4022.7120,5605.2850,923.3460
RRRR,6, 18, 20, 30,180.00389,94.38444,23.0770,4999.9980,4976.9900,999.9360
RRRR,6, 18, 20, 30,0.00306,265.62389,23.0780,4999.9990,4976.9900,999.9390
1111,6, 18, 20, 31,113.09750,265.73806,1135.9550,3957.9820,5444.4050,917.3660
1111,6, 18, 20, 31,293.09806,94.26889,1135.9550,3957.9960,5444.4120,917.2290
2222,6, 18, 20, 31,310.44389,93.08028,1513.4660,3849.8410,5980.3850,920.5330
2222,6, 18, 20, 32,130.44278,266.92667,1513.4650,3849.8160,5980.3680,920.7150
3333,6, 18, 20, 32,121.76389,266.10694,1152.1370,4022.6730,5605.1130,923.5670
3333,6, 18, 20, 32,301.76639,93.90194,1152.1340,4022.7140,5605.1530,923.3890
RRRR,6, 18, 20, 51,180.00472,94.38528,23.0780,4999.9980,4976.9900,999.9350
RRRR,6, 18, 20, 52,0.00278,265.62306,23.0780,4999.9990,4976.9900,999.9390
1111,6, 18, 20, 52,113.08611,265.73972,1135.8750,3957.9640,5444.1680,917.4060
1111,6, 18, 20, 52,293.08778,94.26667,1135.8760,3957.9850,5444.1930,917.2770
2222,6, 18, 20, 53,310.43861,93.07972,1513.3390,3849.8460,5980.1970,920.5540
2222,6, 18, 20, 53,130.43556,266.92667,1513.3370,3849.7910,5980.1420,920.7190
3333,6, 18, 20, 53,121.75417,266.10889,1152.0310,4022.6600,5604.8960,923.6120
3333,6, 18, 20, 54,301.75611,93.89944,1152.0300,4022.6920,5604.9240,923.4460
RRRR,6, 18, 21, 0,180.00528,94.38528,23.0770,4999.9980,4976.9900,999.9350
RRRR,6, 18, 21, 0,0.00306,265.62250,23.0780,4999.9990,4976.9900,999.9390
1111,6, 18, 21, 1,113.08222,265.73944,1135.8450,3957.9630,5444.0870,917.4040
1111,6, 18, 21, 1,293.08333,94.26583,1135.8450,3957.9790,5444.1050,917.2970
2222,6, 18, 21, 1,310.43444,93.07833,1513.2880,3849.8130,5980.0820,920.5910
2222,6, 18, 21, 1,130.43389,266.92750,1513.2860,3849.7970,5980.0730,920.7460
3333,6, 18, 21, 2,121.75111,266.10944,1151.9900,4022.6600,5604.8200,923.6240
3333,6, 18, 21, 2,301.75222,93.89889,1151.9880,4022.6850,5604.8350,923.4610
RRRR,6, 18, 21, 15,180.00528,94.38583,23.0780,4999.9980,4976.9900,999.9350
RRRR,6, 18, 21, 15,0.00250,265.62222,23.0780,4999.9990,4976.9900,999.9380
1111,6, 18, 21, 16,113.07556,265.74139,1135.7910,3957.9580,5443.9430,917.4460
1111,6, 18, 21, 16,293.07694,94.26472,1135.7900,3957.9780,5443.9650,917.3250
2222,6, 18, 21, 16,310.43139,93.07750,1513.1990,3849.8280,5979.9630,920.6160
2222,6, 18, 21, 16,130.42972,266.92889,1513.1970,3849.7910,5979.9310,920.7850
3333,6, 18, 21, 17,121.74389,266.11083,1151.9150,4022.6470,5604.6610,923.6590
3333,6, 18, 21, 17,301.74694,93.89833,1151.9130,4022.6920,5604.7070,923.4780
RRRR,6, 18, 21, 30,180.00417,94.38417,23.0780,4999.9980,4976.9900,999.9360
RRRR,6, 18, 21, 30,0.00250,265.62306,23.0780,4999.9990,4976.9890,999.9390
1111,6, 18, 21, 30,113.06833,265.74333,1135.7340,3957.9500,5443.7890,917.4900
1111,6, 18, 21, 31,293.07028,94.26222,1135.7340,3957.9730,5443.8210,917.3760
2222,6, 18, 21, 31,310.42667,93.07639,1513.1090,3849.8100,5979.8080,920.6550
2222,6, 18, 21, 32,130.42500,266.92861,1513.1070,3849.7800,5979.7800,920.7870
3333,6, 18, 21, 32,121.73694,266.11167,1151.8400,4022.6370,5604.5040,923.6830
3333,6, 18, 21, 32,301.73917,93.89639,1151.8370,4022.6730,5604.5370,923.5200
RRRR,6, 18, 21, 45,180.00361,94.38528,23.0780,4999.9990,4976.9900,999.9350
RRRR,6, 18, 21, 45,0.00222,265.62250,23.0780,4999.9990,4976.9900,999.9390
1111,6, 18, 21, 46,113.06111,265.74528,1135.6790,3957.9430,5443.6410,917.5310
1111,6, 18, 21, 46,293.06194,94.26000,1135.6780,3957.9590,5443.6540,917.4250
2222,6, 18, 21, 46,310.42222,93.07444,1513.0200,3849.8040,5979.6670,920.7070
3333,6, 18, 21, 48,121.73139,266.11333,1151.7610,4022.6410,5604.3660,923.7220
3333,6, 18, 21, 48,301.73333,93.89361,1151.7580,4022.6730,5604.3950,923.5820
RRRR,6, 18, 22, 0,180.00528,94.38583,23.0780,4999.9980,4976.9900,999.9350
RRRR,6, 18, 22, 0,0.00250,265.62278,23.0780,4999.9990,4976.9890,999.9390
1111,6, 18, 22, 1,113.05444,265.74806,1135.6230,3957.9400,5443.5000,917.5910
1111,6, 18, 22, 1,293.05556,94.25917,1135.6220,3957.9570,5443.5130,917.4470
2222,6, 18, 22, 1,310.41972,93.07472,1512.9310,3849.8270,5979.5560,920.7030
2222,6, 18, 22, 2,130.41806,266.93194,1512.9290,3849.7940,5979.5290,920.8830
3333,6, 18, 22, 2,121.72417,266.11417,1151.6890,4022.6270,5604.2080,923.7410
3333,6, 18, 22, 2,301.72778,93.89250,1151.6860,4022.6750,5604.2630,923.6090
RRRR,6, 18, 22, 15,180.00389,94.38556,23.0780,4999.9980,4976.9900,999.9350
RRRR,6, 18, 22, 15,0.00167,265.62444,23.0780,4999.9990,4976.9890,999.9390
1111,6, 18, 22, 16,113.04750,265.75028,1135.5660,3957.9350,5443.3520,917.6400
1111,6, 18, 22, 16,293.04861,94.25583,1135.5640,3957.9540,5443.3670,917.5160
2222,6, 18, 22, 16,310.41444,93.07444,1512.8410,3849.8060,5979.3950,920.7200
2222,6, 18, 22, 17,130.41333,266.93389,1512.8390,3849.7770,5979.3740,920.9340
3333,6, 18, 22, 17,121.71861,266.11694,1151.6130,4022.6280,5604.0740,923.8020
3333,6, 18, 22, 17,301.72111,93.89111,1151.6120,4022.6640,5604.1100,923.6420
RRRR,6, 18, 22, 30,180.00500,94.38556,23.0780,4999.9980,4976.9900,999.9350
RRRR,6, 18, 22, 30,0.00167,265.62333,23.0780,4999.9990,4976.9890,999.9390
1111,6, 18, 22, 31,113.04028,265.75222,1135.5120,3957.9250,5443.1980,917.6800
1111,6, 18, 22, 31,293.04222,94.25389,1135.5110,3957.9510,5443.2330,917.5580
2222,6, 18, 22, 31,310.41028,93.07222,1512.7520,3849.8010,5979.2560,920.7810
2222,6, 18, 22, 32,130.40861,266.93472,1512.7490,3849.7660,5979.2260,920.9670
3333,6, 18, 22, 32,121.71194,266.11806,1151.5390,4022.6210,5603.9250,923.8320
3333,6, 18, 22, 32,301.71472,93.88861,1151.5370,4022.6580,5603.9640,923.6980
RRRR,6, 18, 22, 45,180.00333,94.38583,23.0780,4999.9990,4976.9900,999.9350
RRRR,6, 18, 22, 45,0.00222,265.62361,23.0780,4999.9990,4976.9890,999.9390
1111,6, 18, 22, 45,113.03333,265.75583,1135.4580,3957.9160,5443.0530,917.7570
1111,6, 18, 22, 46,293.03472,94.25361,1135.4550,3957.9430,5443.0720,917.5720
2222,6, 18, 22, 46,310.40583,93.07194,1512.6630,3849.7930,5979.1100,920.7930
2222,6, 18, 22, 47,130.40444,266.93750,1512.6610,3849.7580,5979.0850,921.0400
3333,6, 18, 22, 47,121.70500,266.12194,1151.4650,4022.6060,5603.7700,923.9110
3333,6, 18, 22, 47,301.70694,93.88972,1151.4630,4022.6420,5603.7930,923.6770
RRRR,6, 18, 23, 0,180.00306,94.38583,23.0780,4999.9990,4976.9900,999.9350
RRRR,6, 18, 23, 0,0.00111,265.62250,23.0780,5000.0000,4976.9890,999.9390
1111,6, 18, 23, 1,113.02528,265.75611,1135.4030,3957.9040,5442.8870,917.7660
1111,6, 18, 23, 1,293.02889,94.25083,1135.4020,3957.9430,5442.9490,917.6260
2222,6, 18, 23, 1,310.40194,93.07139,1512.5740,3849.7900,5978.9700,920.8110
2222,6, 18, 23, 2,130.40028,266.93556,1512.5730,3849.7540,5978.9430,920.9930
3333,6, 18, 23, 2,121.69972,266.11944,1151.3920,4022.6140,5603.6370,923.8680
3333,6, 18, 23, 2,301.70111,93.88722,1151.3890,4022.6410,5603.6580,923.7330
RRRR,6, 18, 23, 15,180.00556,94.38583,23.0780,4999.9980,4976.9900,999.9350
RRRR,6, 18, 23, 15,0.00222,265.62194,23.0780,4999.9990,4976.9890,999.9380
1111,6, 18, 23, 16,113.01889,265.75889,1135.3480,3957.9010,5442.7480,917.8230
1111,6, 18, 23, 16,293.02111,94.24833,1135.3470,3957.9310,5442.7880,917.6790
2222,6, 18, 23, 16,310.39944,93.07083,1512.4850,3849.8140,5978.8630,920.8310
2222,6, 18, 23, 17,130.39722,266.93778,1512.4830,3849.7680,5978.8240,921.0540
3333,6, 18, 23, 17,121.69417,266.12278,1151.3180,4022.6160,5603.5080,923.9370
3333,6, 18, 23, 17,301.69556,93.88528,1151.3160,4022.6420,5603.5260,923.7780
RRRR,6, 18, 23, 30,180.00389,94.38306,23.0780,4999.9980,4976.9900,999.9360
RRRR,6, 18, 23, 30,0.00194,265.62250,23.0780,4999.9990,4976.9900,999.9390
1111,6, 18, 23, 31,113.01250,265.75917,1135.2940,3957.9010,5442.6130,917.8350
1111,6, 18, 23, 31,293.01444,94.24750,1135.2930,3957.9260,5442.6460,917.7020
2222,6, 18, 23, 31,310.39472,93.06806,1512.3960,3849.7970,5978.7120,920.9090
2222,6, 18, 23, 32,130.39139,266.93833,1512.3940,3849.7380,5978.6530,921.0780
3333,6, 18, 23, 32,121.68667,266.12361,1151.2450,4022.5990,5603.3430,923.9590
3333,6, 18, 23, 32,301.68806,93.88389,1151.2430,4022.6220,5603.3590,923.8100
RRRR,6, 18, 23, 45,180.00278,94.38167,23.0780,4999.9990,4976.9900,999.9370
RRRR,6, 18, 23, 45,0.00278,265.62333,23.0780,4999.9990,4976.9890,999.9390
1111,6, 18, 23, 46,113.00556,265.76083,1135.2400,3957.8950,5442.4670,917.8740
1111,6, 18, 23, 46,293.00750,94.24333,1135.2420,3957.9130,5442.4990,917.7910
2222,6, 18, 23, 46,310.39028,93.06750,1512.3060,3849.7930,5978.5700,920.9310
2222,6, 18, 23, 47,130.38833,266.93889,1512.3050,3849.7520,5978.5340,921.0950
3333,6, 18, 23, 47,121.68028,266.12306,1151.1710,4022.5920,5603.1930,923.9530
3333,6, 18, 23, 47,301.68278,93.88167,1151.1700,4022.6250,5603.2310,923.8570
RRRR,6, 19, 0, 0,180.00306,94.38444,23.0780,4999.9990,4976.9900,999.9360
RRRR,6, 19, 0, 0,0.00361,265.62444,23.0780,4999.9990,4976.9900,999.9390
1111,6, 19, 0, 1,112.99889,265.76306,1135.1910,3957.8860,5442.3280,917.9200
1111,6, 19, 0, 1,293.00028,94.24472,1135.1900,3957.9070,5442.3460,917.7620
2222,6, 19, 0, 1,310.38667,93.06778,1512.2190,3849.7960,5978.4390,920.9240
2222,6, 19, 0, 2,130.38389,266.94028,1512.2180,3849.7440,5978.3920,921.1350
3333,6, 19, 0, 2,121.67278,266.12611,1151.1010,4022.5710,5603.0310,924.0190
3333,6, 19, 0, 2,301.67444,93.88333,1151.1000,4022.6000,5603.0530,923.8320
RRRR,6, 19, 0, 15,180.00500,94.38528,23.0780,4999.9980,4976.9900,999.9350
RRRR,6, 19, 0, 15,0.00222,265.62472,23.0780,4999.9990,4976.9890,999.9390
1111,6, 19, 0, 16,112.99028,265.76333,1135.1420,3957.8640,5442.1510,917.9280
1111,6, 19, 0, 16,292.99222,94.24333,1135.1420,3957.8870,5442.1820,917.7930
2222,6, 19, 0, 16,310.38194,93.06722,1512.1300,3849.7850,5978.2900,920.9450
2222,6, 19, 0, 17,130.37917,266.94028,1512.1280,3849.7320,5978.2400,921.1410
3333,6, 19, 0, 17,121.66722,266.12583,1151.0300,4022.5730,5602.9000,924.0200
3333,6, 19, 0, 17,301.66833,93.88222,1151.0290,4022.5960,5602.9140,923.8570
RRRR,6, 19, 0, 30,180.00556,94.38444,23.0780,4999.9980,4976.9900,999.9360
RRRR,6, 19, 0, 30,0.00139,265.62194,23.0780,4999.9990,4976.9900,999.9380
1111,6, 19, 0, 31,112.98389,265.76417,1135.0930,3957.8580,5442.0150,917.9460
1111,6, 19, 0, 31,292.98639,94.24250,1135.0930,3957.8880,5442.0610,917.8130
2222,6, 19, 0, 31,310.37750,93.06639,1512.0420,3849.7740,5978.1420,920.9710
2222,6, 19, 0, 32,130.37528,266.94028,1512.0390,3849.7310,5978.1020,921.1490
3333,6, 19, 0, 32,121.65972,266.12694,1150.9600,4022.5510,5602.7350,924.0480
3333,6, 19, 0, 32,301.66222,93.88111,1150.9590,4022.5890,5602.7720,923.8840
RRRR,6, 19, 0, 45,180.00361,94.38444,23.0780,4999.9980,4976.9890,999.9360
RRRR,6, 19, 0, 45,0.00278,265.62222,23.0780,4999.9990,4976.9890,999.9380
1111,6, 19, 0, 46,112.97528,265.76528,1135.0460,3957.8330,5441.8420,917.9750
1111,6, 19, 0, 46,292.97750,94.24306,1135.0450,3957.8630,5441.8770,917.8070
2222,6, 19, 0, 46,310.37417,93.06583,1511.9530,3849.7810,5978.0150,920.9880
2222,6, 19, 0, 47,130.37194,266.94028,1511.9520,3849.7390,5977.9770,921.1550
3333,6, 19, 0, 47,121.65361,266.12694,1150.8920,4022.5460,5602.5980,924.0550
3333,6, 19, 0, 47,301.65583,93.88056,1150.8900,4022.5780,5602.6260,923.8990
RRRR,6, 19, 1, 0,180.00417,94.38444,23.0780,4999.9980,4976.9900,999.9360
RRRR,6, 19, 1, 0,0.00278,265.62250,23.0780,4999.9990,4976.9890,999.9390
1111,6, 19, 1, 0,112.96944,265.76583,1134.9990,3957.8320,5441.7200,917.9870
1111,6, 19, 1, 1,292.97111,94.24056,1134.9980,3957.8540,5441.7470,917.8630
2222,6, 19, 1, 1,310.36833,93.06639,1511.8650,3849.7520,5977.8440,920.9800
2222,6, 19, 1, 1,130.36611,266.94083,1511.8630,3849.7050,5977.8020,921.1690
3333,6, 19, 1, 2,121.64611,266.12694,1150.8250,4022.5220,5602.4320,924.0560
3333,6, 19, 1, 2,301.64861,93.87917,1150.8230,4022.5600,5602.4730,923.9310
RRRR,6, 19, 1, 15,180.00333,94.38361,23.0780,4999.9990,4976.9900,999.9360
RRRR,6, 19, 1, 15,0.00139,265.62250,23.0780,4999.9990,4976.9900,999.9390
1111,6, 19, 1, 16,112.96111,265.76472,1134.9560,3957.8090,5441.5520,917.9660
1111,6, 19, 1, 16,292.96306,94.23972,1134.9550,3957.8310,5441.5850,917.8810
2222,6, 19, 1, 16,310.36361,93.06556,1511.7770,3849.7360,5977.6910,921.0060
2222,6, 19, 1, 17,130.36167,266.94000,1511.7750,3849.7000,5977.6570,921.1540
3333,6, 19, 1, 17,121.63944,266.12667,1150.7580,4022.5120,5602.2860,924.0550
3333,6, 19, 1, 17,301.64167,93.87972,1150.7560,4022.5440,5602.3180,923.9270
RRRR,6, 19, 1, 30,180.00528,94.38472,23.0780,4999.9980,4976.9900,999.9360
RRRR,6, 19, 1, 30,0.00278,265.62417,23.0780,4999.9990,4976.9900,999.9390
1111,6, 19, 1, 31,112.95389,265.76556,1134.9120,3957.7910,5441.4010,917.9900
1111,6, 19, 1, 31,292.95472,94.24222,1134.9110,3957.8100,5441.4130,917.8320
2222,6, 19, 1, 31,310.36056,93.06528,1511.6890,3849.7520,5977.5740,921.0180
2222,6, 19, 1, 32,130.35694,266.94083,1511.6870,3849.6870,5977.5090,921.1820
3333,6, 19, 1, 32,121.63250,266.12667,1150.6920,4022.4930,5602.1300,924.0610
3333,6, 19, 1, 32,301.63500,93.88167,1150.6900,4022.5300,5602.1650,923.8950
RRRR,6, 19, 1, 45,180.00500,94.38528,23.0780,4999.9980,4976.9900,999.9350
RRRR,6, 19, 1, 45,0.00250,265.62444,23.0780,4999.9990,4976.9890,999.9390
1111,6, 19, 1, 45,112.94556,265.76500,1134.8710,3957.7660,5441.2350,917.9800
1111,6, 19, 1, 46,292.94694,94.24139,1134.8700,3957.7860,5441.2540,917.8510
2222,6, 19, 1, 46,310.35611,93.06583,1511.6010,3849.7460,5977.4300,921.0100
2222,6, 19, 1, 47,130.35333,266.94167,1511.5990,3849.6890,5977.3770,921.2120
3333,6, 19, 1, 47,121.62583,266.12639,1150.6280,4022.4780,5601.9830,924.0590
3333,6, 19, 1, 47,301.62778,93.88139,1150.6260,4022.5090,5602.0100,923.9040
RRRR,6, 19, 2, 0,180.00556,94.38444,23.0780,4999.9980,4976.9900,999.9360
RRRR,6, 19, 2, 0,0.00333,265.62222,23.0780,4999.9990,4976.9890,999.9380
1111,6, 19, 2, 1,112.93750,265.76389,1134.8290,3957.7440,5441.0710,917.9640
1111,6, 19, 2, 1,292.94028,94.24361,1134.8290,3957.7760,5441.1190,917.8110
2222,6, 19, 2, 1,310.35056,93.06611,1511.5130,3849.7150,5977.2580,921.0090
2222,6, 19, 2, 2,130.34861,266.93972,1511.5110,3849.6760,5977.2220,921.1580
3333,6, 19, 2, 2,121.61861,266.12667,1150.5640,4022.4570,5601.8270,924.0660
3333,6, 19, 2, 2,301.62028,93.88028,1150.5620,4022.4850,5601.8510,923.9280
RRRR,6, 19, 2, 15,180.00472,94.38389,23.0780,4999.9980,4976.9900,999.9360
RRRR,6, 19, 2, 15,0.00333,265.62194,23.0780,4999.9990,4976.9890,999.9380
1111,6, 19, 2, 16,112.92944,265.76194,1134.7900,3957.7200,5440.9060,917.9250
1111,6, 19, 2, 16,292.93139,94.24306,1134.7900,3957.7410,5440.9380,917.8280
2222,6, 19, 2, 16,310.34639,93.06639,1511.4240,3849.7110,5977.1150,921.0010
2222,6, 19, 2, 17,130.34472,266.94000,1511.4230,3849.6790,5977.0900,921.1700
3333,6, 19, 2, 17,121.61111,266.12444,1150.5010,4022.4350,5601.6650,924.0260
3333,6, 19, 2, 17,301.61306,93.88222,1150.4980,4022.4640,5601.6910,923.8950
RRRR,6, 19, 2, 30,180.00472,94.38417,23.0780,4999.9980,4976.9900,999.9360
RRRR,6, 19, 2, 30,0.00333,265.62306,23.0780,4999.9990,4976.9900,999.9390
1111,6, 19, 2, 30,112.92194,265.76194,1134.7530,3957.6970,5440.7570,917.9290
1111,6, 19, 2, 31,292.92389,94.24528,1134.7510,3957.7230,5440.7860,917.7840
2222,6, 19, 2, 31,310.34056,93.06750,1511.3350,3849.6840,5976.9440,920.9800
2222,6, 19, 2, 32,130.33861,266.93833,1511.3330,3849.6460,5976.9080,921.1330
3333,6, 19, 2, 32,121.60333,266.12361,1150.4380,4022.4080,5601.5000,924.0140
3333,6, 19, 2, 32,301.60556,93.88250,1150.4360,4022.4390,5601.5300,923.8920
RRRR,6, 19, 2, 45,180.00528,94.38444,23.0780,4999.9980,4976.9900,999.9360
RRRR,6, 19, 2, 45,0.00361,265.62306,23.0780,4999.9990,4976.9890,999.9390
1111,6, 19, 2, 46,112.91389,265.75944,1134.7130,3957.6740,5440.5930,917.8820
1111,6, 19, 2, 46,292.91444,94.24500,1134.7130,3957.6840,5440.6010,917.7920
2222,6, 19, 2, 46,310.33639,93.06778,1511.2470,3849.6780,5976.8010,920.9760
2222,6, 19, 2, 47,130.33417,266.93750,1511.2460,3849.6360,5976.7610,921.1190
3333,6, 19, 2, 47,121.59472,266.12361,1150.3760,4022.3690,5601.3190,924.0210
3333,6, 19, 2, 47,301.59806,93.88306,1150.3740,4022.4140,5601.3710,923.8830
RRRR,6, 19, 3, 0,180.00556,94.38444,23.0780,4999.9980,4976.9900,999.9360
RRRR,6, 19, 3, 0,0.00333,265.62139,23.0780,4999.9990,4976.9900,999.9380
1111,6, 19, 3, 1,112.90639,265.75861,1134.6760,3957.6530,5440.4440,917.8660
1111,6, 19, 3, 1,292.90778,94.24750,1134.6770,3957.6700,5440.4630,917.7490
2222,6, 19, 3, 1,310.33278,93.06972,1511.1600,3849.6840,5976.6700,920.9340
2222,6, 19, 3, 2,130.32889,266.93722,1511.1580,3849.6120,5976.5970,921.1170
3333,6, 19, 3, 2,121.58861,266.12111,1150.3140,4022.3600,5601.1790,923.9710
3333,6, 19, 3, 2,301.59056,93.88389,1150.3120,4022.3880,5601.2090,923.8730
RRRR,6, 19, 3, 15,180.00417,94.38306,23.0780,4999.9980,4976.9900,999.9360
RRRR,6, 19, 3, 15,0.00444,265.62333,23.0780,4999.9980,4976.9900,999.9390
1111,6, 19, 3, 16,112.89667,265.75611,1134.6400,3957.6140,5440.2490,917.8210
1111,6, 19, 3, 16,292.89806,94.24917,1134.6400,3957.6310,5440.2710,917.7160
2222,6, 19, 3, 16,310.32667,93.06861,1511.0710,3849.6500,5976.4940,920.9620
2222,6, 19, 3, 17,130.32417,266.93583,1511.0690,3849.6030,5976.4460,921.0860
3333,6, 19, 3, 17,121.58056,266.11917,1150.2530,4022.3300,5601.0090,923.9400
3333,6, 19, 3, 17,301.58056,93.88750,1150.2510,4022.3390,5601.0020,923.8060
RRRR,6, 19, 3, 30,180.00444,94.38500,23.0780,4999.9980,4976.9900,999.9360
RRRR,6, 19, 3, 30,0.00333,265.62167,23.0780,4999.9990,4976.9900,999.9380
1111,6, 19, 3, 30,112.88861,265.75417,1134.6040,3957.5870,5440.0890,917.7860
1111,6, 19, 3, 31,292.88889,94.25111,1134.6020,3957.5990,5440.0910,917.6840
2222,6, 19, 3, 31,310.32028,93.07111,1510.9820,3849.6080,5976.3020,920.9050
2222,6, 19, 3, 32,130.31917,266.93639,1510.9800,3849.5860,5976.2890,921.1010
3333,6, 19, 3, 32,121.57306,266.11806,1150.1910,4022.3050,5600.8480,923.9190
3333,6, 19, 3, 32,301.57389,93.88750,1150.1900,4022.3230,5600.8600,923.8110
RRRR,6, 19, 3, 45,180.00417,94.38389,23.0780,4999.9980,4976.9900,999.9360
RRRR,6, 19, 3, 45,0.00306,265.62333,23.0780,4999.9990,4976.9890,999.9390
1111,6, 19, 3, 46,112.88000,265.75250,1134.5680,3957.5570,5439.9170,917.7560
1111,6, 19, 3, 46,292.88139,94.25306,1134.5690,3957.5740,5439.9390,917.6460
2222,6, 19, 3, 46,310.31667,93.07222,1510.8940,3849.6160,5976.1740,920.8820
2222,6, 19, 3, 47,130.31389,266.93472,1510.8910,3849.5610,5976.1190,921.0610
3333,6, 19, 3, 47,121.56528,266.11750,1150.1310,4022.2750,5600.6820,923.9130
3333,6, 19, 3, 47,301.56750,93.88944,1150.1290,4022.3090,5600.7170,923.7770
RRRR,6, 19, 4, 0,180.00472,94.38500,23.0780,4999.9980,4976.9900,999.9360
RRRR,6, 19, 4, 0,0.00306,265.62194,23.0780,4999.9990,4976.9900,999.9380
1111,6, 19, 4, 1,112.87194,265.75028,1134.5300,3957.5320,5439.7530,917.7130
1111,6, 19, 4, 1,292.87306,94.25500,1134.5290,3957.5480,5439.7690,917.6130
2222,6, 19, 4, 1,310.31194,93.07361,1510.8040,3849.6040,5976.0180,920.8510
2222,6, 19, 4, 2,130.31056,266.93361,1510.8030,3849.5720,5975.9940,921.0390
3333,6, 19, 4, 2,121.55778,266.11639,1150.0680,4022.2530,5600.5240,923.8980
3333,6, 19, 4, 2,301.56028,93.89000,1150.0660,4022.2860,5600.5590,923.7660
